2025-09-01T17:05:59.133Z - {"timestamp":"2025-09-01T17:05:59.133Z","method":"GET","url":"/api/product/list","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:02.642Z - {"timestamp":"2025-09-01T17:06:02.642Z","method":"POST","url":"/api/user/logout","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.833Z - {"timestamp":"2025-09-01T17:06:04.833Z","method":"GET","url":"/api/user/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.836Z - {"timestamp":"2025-09-01T17:06:04.836Z","method":"GET","url":"/api/user/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.894Z - {"timestamp":"2025-09-01T17:06:04.894Z","method":"GET","url":"/api/seller/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.900Z - {"timestamp":"2025-09-01T17:06:04.900Z","method":"GET","url":"/api/seller/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.922Z - {"timestamp":"2025-09-01T17:06:04.922Z","method":"GET","url":"/api/product/list","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:04.940Z - {"timestamp":"2025-09-01T17:06:04.940Z","method":"GET","url":"/api/product/list","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:08.249Z - {"timestamp":"2025-09-01T17:06:08.249Z","method":"GET","url":"/api/user/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:08.251Z - {"timestamp":"2025-09-01T17:06:08.251Z","method":"GET","url":"/api/user/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:08.367Z - {"timestamp":"2025-09-01T17:06:08.367Z","method":"GET","url":"/api/seller/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
2025-09-01T17:06:08.412Z - {"timestamp":"2025-09-01T17:06:08.412Z","method":"GET","url":"/api/seller/is-auth","ip":"::ffff:127.0.0.1","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0","userId":"anonymous"}
